"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"8171","9583","80652","77538","106657","106657","106657","106657","78734","79738","74037","70626","106657","307","32172","97074","18290","55904","64918","66330","16","1412","1086","16","0","9793","19376","0","12117","9570","19365","9795","0","0","10190","38137","39","15253","43038","1","5187","","0","80739","20730","18581.0","69.84%","8.98%","7.66%","60.87%","62.19%","0.02%","1.32%","1.02%","0.02%","0.0%","9.18%","18.17%","0.0%","52.41%","24.95%","17.42%","17.15%","24.56%","24.97%","11.36%","8.97%","18.16%","9.18%","0.0%","10.108.200.141/180518/17/2018051817.1526637963.csv","2018-05-18 18:06:03","2018-05-18 18:09:23"
"101601","126529","323835","21881","357896","357896","357896","357896","350396","351162","350333","351169","357896","2224","6776","231367","175712","173188","224594","249523","3","25419","18366","4","491","67549","194078","0","104032","126095","193399","67304","0","0","16408","318662","94","14","22718","345091","1","","39","12702","63","177932.0","98.11%","35.35%","28.39%","62.75%","69.72%","0.0%","7.1%","5.13%","0.0%","0.14%","18.87%","54.23%","0.0%","48.39%","50.68%","49.72%","49.1%","50.04%","50.68%","29.07%","35.23%","54.04%","18.81%","0.0%","10.108.200.141/180518/18/2018051818.1526637713.csv","2018-05-18 18:01:53","2018-05-18 18:05:37"
"18304","22182","112311","79982","141966","141966","141966","141966","116673","117732","112570","109263","141966","634","28817","119784","39446","73079","90977","94854","10","3924","2619","9","46","19883","42065","0","27195","22139","42014","19875","0","0","10389","68799","66","13849","48863","36560","4524","","1","82186","18695","40070.0","79.7%","15.62%","12.89%","64.08%","66.81%","0.01%","2.76%","1.84%","0.01%","0.03%","14.01%","29.63%","0.0%","51.48%","35.41%","28.23%","27.79%","34.86%","35.42%","19.16%","15.59%","29.59%","14.0%","0.0%","10.108.200.141/180518/17/2018051817.1526637698.csv","2018-05-18 18:01:38","2018-05-18 18:04:53"
"103158","128125","375892","89268","433963","433963","433963","433963","402419","403995","397717","395411","433963","1885","35120","305838","170926","226053","270738","295703","20","25465","19827","18","498","62628","190753","0","92115","127802","190106","62304","0","0","22451","333642","114","14734","63022","326411","4890","","40","82509","20113","172790.0","91.91%","29.52%","23.77%","62.39%","68.14%","0.0%","5.87%","4.57%","0.0%","0.11%","14.43%","43.96%","0.0%","52.09%","43.32%","39.82%","39.39%","42.86%","43.33%","21.23%","29.45%","43.81%","14.36%","0.0%","10.108.200.141/180518/17/2018051817.1526637453.csv","2018-05-18 17:57:33","2018-05-18 18:00:57"
"110347","136903","399567","92901","457398","457398","457398","457398","424355","425920","420174","418144","457398","3761","35991","320495","231383","186277","284517","311072","13","27006","15493","12","450","109973","246876","0","168392","136514","246389","109875","0","0","25159","355662","150","14633","61794","349080","4471","","60","84268","19519","235130.0","92.13%","29.93%","24.12%","62.2%","68.01%","0.0%","5.9%","3.39%","0.0%","0.1%","24.04%","53.97%","0.0%","40.73%","55.8%","51.41%","50.59%","54.91%","55.8%","36.82%","29.85%","53.87%","24.02%","0.0%","10.108.200.141/180518/17/2018051817.1526637208.csv","2018-05-18 17:53:28","2018-05-18 17:56:48"
"127337","158333","467626","117363","536680","536680","536680","536680","497859","499716","492447","489584","536680","8178","42908","378347","375999","109611","335454","366449","15","31534","6219","14","538","223885","382218","0","349805","157861","382018","224157","0","0","29902","409807","151","16792","80028","400981","5181","","63","107368","23087","384161.0","92.0%","29.5%","23.73%","62.51%","68.28%","0.0%","5.88%","1.16%","0.0%","0.1%","41.72%","71.22%","0.0%","20.42%","77.8%","71.58%","70.06%","76.15%","77.8%","65.18%","29.41%","71.18%","41.77%","0.0%","10.108.200.141/180518/17/2018051817.1526636903.csv","2018-05-18 17:48:23","2018-05-18 17:52:24"
"107846","133987","389907","93686","445894","445894","445894","445894","414457","415984","410451","408416","445894","8008","34327","311907","339093","64477","277589","303728","9","26631","2508","7","490","207614","341601","0","326981","133612","341547","207935","0","0","24072","346397","146","13642","61637","338715","4465","1","50","84212","18451","347090.0","92.3%","30.05%","24.19%","62.25%","68.12%","0.0%","5.97%","0.56%","0.0%","0.11%","46.56%","76.61%","0.0%","14.46%","84.33%","77.84%","76.05%","82.39%","84.34%","73.33%","29.96%","76.6%","46.63%","0.0%","10.108.200.141/180518/17/2018051817.1526636658.csv","2018-05-18 17:44:18","2018-05-18 17:47:52"
"130965","163087","480848","117626","550478","550478","550478","550478","512611","514538","507446","504816","550478","9094","41608","387391","402393","97406","345806","377924","23","32710","5056","19","588","244362","407449","0","380921","162634","407305","244671","0","0","29931","424821","170","16361","79195","416792","5171","","73","106098","22344","411464.0","92.44%","29.63%","23.79%","62.82%","68.65%","0.0%","5.94%","0.92%","0.0%","0.11%","44.39%","74.02%","0.0%","17.69%","80.86%","74.75%","73.1%","79.08%","80.86%","69.2%","29.54%","73.99%","44.45%","0.0%","10.108.200.141/180518/17/2018051817.1526636358.csv","2018-05-18 17:39:18","2018-05-18 17:43:18"
"126699","157764","457050","105539","521914","521914","521914","521914","487353","488980","482668","480156","521914","8632","38120","364150","384410","90770","326048","357110","18","31601","4797","15","536","231443","389207","0","363483","157285","389088","231803","0","0","25561","408661","189","16347","71156","401620","4856","","85","93206","22147","393024.0","92.7%","30.23%","24.28%","62.47%","68.42%","0.0%","6.05%","0.92%","0.0%","0.1%","44.35%","74.57%","0.0%","17.39%","81.24%","75.3%","73.65%","79.46%","81.24%","69.64%","30.14%","74.55%","44.41%","0.0%","10.108.200.141/180518/17/2018051817.1526636053.csv","2018-05-18 17:34:13","2018-05-18 17:38:13"
"0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","1","0","0","","0","0","1","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180518/16/2018051816.1526635808.csv","2018-05-18 17:30:08","2018-05-18 17:30:12"
"127611","158699","466365","115084","534564","534564","534564","534564","498069","499930","492921","490248","534564","8594","40325","375865","382964","102711","335569","366654","29","31638","5498","26","550","229763","388462","0","358810","158213","388312","230099","0","0","28284","411794","189","16328","77969","403317","4867","","73","103926","22381","391528.0","92.46%","29.69%","23.87%","62.77%","68.59%","0.01%","5.92%","1.03%","0.0%","0.1%","42.98%","72.67%","0.0%","19.21%","79.22%","73.24%","71.64%","77.49%","79.22%","67.12%","29.6%","72.64%","43.04%","0.0%","10.108.200.141/180518/17/2018051817.1526635753.csv","2018-05-18 17:29:13","2018-05-18 17:33:13"
"107645","134562","392758","94424","449200","449200","449200","449200","416741","418284","412459","410440","449200","4670","35596","314638","253024","155926","279056","305974","14","27328","12611","15","411","131073","265635","0","203472","134174","265278","131104","0","0","24473","347998","130","14191","62408","340890","4375","","49","84566","19320","257678.0","92.08%","29.96%","23.96%","62.12%","68.12%","0.0%","6.08%","2.81%","0.0%","0.09%","29.18%","59.14%","0.0%","34.71%","62.3%","57.36%","56.33%","61.18%","62.3%","45.3%","29.87%","59.06%","29.19%","0.0%","10.108.200.141/180518/17/2018051817.1526635508.csv","2018-05-18 17:25:08","2018-05-18 17:28:32"
"0","0","0","0","10","10","10","10","10","10","0","0","10","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","10","0","0","","0","0","10","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180518/16/2018051816.1526635348.csv","2018-05-18 17:22:28","2018-05-18 17:22:28"
"128056","159428","472660","118353","538561","538561","538561","538561","499454","501245","495670","492937","538561","6441","41536","379133","331208","159386","337607","368978","10","31866","11655","9","494","183435","342863","0","284464","158988","342492","183504","0","0","30199","415233","159","16081","76889","404792","5720","","84","107167","20798","337639.0","92.29%","29.6%","23.78%","62.69%","68.51%","0.0%","5.92%","2.16%","0.0%","0.09%","34.06%","63.66%","0.0%","29.59%","67.93%","62.69%","61.5%","66.64%","67.93%","52.82%","29.52%","63.59%","34.07%","0.0%","10.108.200.141/180518/17/2018051817.1526635208.csv","2018-05-18 17:20:08","2018-05-18 17:24:08"
"0","0","0","0","4743","4743","4743","4743","3525","3525","1","1","4743","0","4742","4743","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","14","60","","1144","3525","0","60","","0","0","4683","1.0","0.02%","0.0%","0.0%","0.02%","0.02%","0.0%","0.0%","0.0%","0.0%","0.0%","0.02%","0.02%","0.0%","0.0%","100.0%","0.02%","0.02%","100.0%","100.0%","0.02%","0.0%","0.02%","0.02%","0.0%","10.108.200.141/180518/16/2018051816.1526635083.csv","2018-05-18 17:18:03","2018-05-18 17:21:07"
"108999","135763","395512","95031","437673","437673","437673","437673","415127","416643","414658","412579","437673","1920","21818","301910","170639","243316","280111","306870","19","27189","21285","14","425","56161","191924","0","85686","135356","191253","55897","0","0","23741","348555","151","7169","58057","342514","2502","","50","84664","7943","172539.0","95.01%","31.02%","24.9%","64.0%","70.11%","0.0%","6.21%","4.86%","0.0%","0.1%","12.83%","43.85%","0.0%","55.59%","41.49%","39.42%","38.99%","41.03%","41.49%","19.58%","30.93%","43.7%","12.77%","0.0%","10.108.200.141/180518/17/2018051817.1526634963.csv","2018-05-18 17:16:03","2018-05-18 17:19:22"
"0","0","1","0","24442","24442","24442","24442","4588","4588","3","3","24442","0","24439","24442","2","1","3","3","0","0","0","0","0","2","2","0","2","0","2","2","0","0","935","5312","","13608","4587","0","5311","","0","0","19131","2.0","0.01%","0.0%","0.0%","0.01%","0.01%","0.0%","0.0%","0.0%","0.0%","0.0%","0.01%","0.01%","0.0%","0.0%","66.67%","0.01%","0.01%","66.67%","66.67%","0.01%","0.0%","0.01%","0.01%","0.0%","10.108.200.141/180518/16/2018051816.1526634818.csv","2018-05-18 17:13:38","2018-05-18 17:17:03"
"127533","159040","451138","95502","490252","490252","490252","490252","476714","478444","476548","474814","490252","2193","12453","331212","196039","279614","318806","350310","47","31986","25679","44","479","62678","221718","0","94458","158617","220962","62345","0","0","25776","404150","189","3","60134","408015","5","","70","82020","142","198185.0","97.46%","32.44%","26.01%","65.03%","71.46%","0.01%","6.52%","5.24%","0.01%","0.1%","12.78%","45.23%","0.0%","57.03%","41.48%","40.43%","39.99%","41.03%","41.49%","19.27%","32.35%","45.07%","12.72%","0.0%","10.108.200.141/180518/17/2018051817.1526634663.csv","2018-05-18 17:11:03","2018-05-18 17:15:03"
"5492","6457","55172","53304","81763","81763","81763","81763","53586","54244","49046","47109","81763","176","32400","75306","11557","37641","42917","43881","11","966","770","10","1","5870","12327","0","7367","6452","12323","5871","0","0","8978","26803","26","15733","30223","0","5434","","0","55244","21085","11722.0","60.37%","7.9%","6.72%","52.49%","53.67%","0.01%","1.18%","0.94%","0.01%","0.0%","7.18%","15.08%","0.0%","46.04%","23.75%","14.34%","14.13%","23.41%","23.77%","9.01%","7.89%","15.07%","7.18%","0.0%","10.108.200.141/180518/16/2018051816.1526634543.csv","2018-05-18 17:09:03","2018-05-18 17:13:02"
"105434","131915","333349","24188","366351","366351","366351","366351","360403","361171","360439","361265","366351","3593","5223","234436","217123","140460","229261","255742","48","26915","15269","48","434","100477","232392","0","158095","131561","231950","100389","0","0","14665","328317","108","0","23261","355620","2","","56","10523","150","220668.0","98.57%","36.01%","28.78%","62.58%","69.81%","0.01%","7.35%","4.17%","0.01%","0.12%","27.43%","63.43%","0.0%","38.34%","61.11%","60.23%","59.27%","60.12%","61.12%","43.15%","35.91%","63.31%","27.4%","0.0%","10.108.200.141/180518/17/2018051817.1526634413.csv","2018-05-18 17:06:53","2018-05-18 17:10:18"
"7935","9348","78797","75773","102272","102272","102272","102272","73643","74672","68777","65985","102272","274","33005","92924","16728","52277","59931","61343","12","1414","1139","11","1","8519","17867","0","10642","9343","17865","8522","0","0","13881","36473","43","13162","38713","0","4632","","0","78935","18705","16990.0","67.73%","9.14%","7.76%","58.6%","59.98%","0.01%","1.38%","1.11%","0.01%","0.0%","8.33%","17.47%","0.0%","51.12%","24.53%","16.61%","16.36%","24.15%","24.55%","10.41%","9.14%","17.47%","8.33%","0.0%","10.108.200.141/180518/16/2018051816.1526634283.csv","2018-05-18 17:04:43","2018-05-18 17:07:57"
"117462","146767","371193","26951","407379","407379","407379","407379","400597","401487","400611","401562","407379","2502","5932","260612","203748","195209","254692","283996","12","29775","21251","11","470","78232","224999","0","121811","146353","224318","77965","0","0","16788","365478","92","2","25019","395267","1","","43","11930","138","206238.0","98.54%","36.03%","28.83%","62.52%","69.71%","0.0%","7.31%","5.22%","0.0%","0.12%","19.2%","55.23%","0.0%","47.92%","51.37%","50.63%","50.01%","50.75%","51.38%","29.9%","35.93%","55.06%","19.14%","0.0%","10.108.200.141/180518/17/2018051817.1526634108.csv","2018-05-18 17:01:48","2018-05-18 17:05:48"
"48258","59519","199483","77867","236873","236873","236873","236873","205339","206579","201085","199018","236873","2125","35057","177354","114873","84847","142326","153582","29","11435","5278","24","174","60632","120151","0","92677","59380","120027","60647","0","0","19222","159308","63","13886","44394","138070","4619","","17","75198","18969","116969.0","85.2%","25.13%","20.37%","60.09%","64.84%","0.01%","4.83%","2.23%","0.01%","0.07%","25.6%","50.72%","0.0%","35.82%","57.96%","49.38%","48.5%","56.92%","57.97%","39.13%","25.07%","50.67%","25.6%","0.0%","10.108.200.141/180518/16/2018051816.1526634028.csv","2018-05-18 17:00:28","2018-05-18 17:03:38"
"103783","128667","374339","90405","424736","424736","424736","424736","393105","394698","389146","387445","424736","5444","34495","296069","266563","118248","261588","286470","14","25292","8633","12","408","146529","275196","0","229910","128330","274934","146604","0","0","26454","331391","121","12042","54728","323614","4030","","44","80333","16715","271993.0","91.88%","30.29%","24.43%","61.59%","67.45%","0.0%","5.95%","2.03%","0.0%","0.1%","34.5%","64.79%","0.0%","27.84%","69.7%","64.04%","62.76%","68.31%","69.7%","54.13%","30.21%","64.73%","34.52%","0.0%","10.108.200.141/180518/16/2018051816.1526633783.csv","2018-05-18 16:56:23","2018-05-18 16:59:42"
"132239","164412","475663","110427","540988","540988","540988","540988","501202","503195","495894","493809","540988","6046","43704","376576","316758","174501","332892","365061","20","32662","13825","16","489","166171","330583","0","259658","164005","330157","166152","0","0","31774","425023","159","15979","68053","415145","5666","","61","98089","22027","322783.0","91.92%","30.39%","24.44%","61.53%","67.48%","0.0%","6.04%","2.56%","0.0%","0.09%","30.72%","61.11%","0.0%","32.26%","64.91%","59.67%","58.55%","63.7%","64.91%","48.0%","30.32%","61.03%","30.71%","0.0%","10.108.200.141/180518/16/2018051816.1526633483.csv","2018-05-18 16:51:23","2018-05-18 16:55:23"
"101926","126704","367379","84720","416387","416387","416387","416387","387483","388934","383519","381873","416387","3535","31843","289683","209975","171050","257856","282631","16","25140","14773","13","362","98044","224748","0","150946","126402","224330","97928","0","0","22840","328545","135","11894","52973","320776","4268","","53","74798","16492","213494.0","92.35%","30.43%","24.48%","61.93%","67.88%","0.0%","6.04%","3.55%","0.0%","0.09%","23.55%","53.98%","0.0%","41.08%","55.52%","51.27%","50.43%","54.6%","55.52%","36.25%","30.36%","53.88%","23.52%","0.0%","10.108.200.141/180518/16/2018051816.1526633238.csv","2018-05-18 16:47:18","2018-05-18 16:50:47"
"132668","165019","474258","107800","538058","538058","538058","538058","500574","502414","495566","493415","538058","7970","41139","373039","361374","127586","331911","364262","11","32852","8680","11","501","205035","370054","0","324160","164590","369784","205194","0","0","29295","425316","148","15451","67848","415578","5623","","78","95509","21270","369333.0","92.35%","30.67%","24.66%","61.69%","67.7%","0.0%","6.11%","1.61%","0.0%","0.09%","38.11%","68.78%","0.0%","23.71%","74.32%","68.64%","67.16%","72.72%","74.33%","60.25%","30.59%","68.73%","38.14%","0.0%","10.108.200.141/180518/16/2018051816.1526632938.csv","2018-05-18 16:42:18","2018-05-18 16:46:18"
"102554","127327","364973","83292","414186","414186","414186","414186","385474","386938","381594","379943","414186","7525","31592","286859","315499","59581","255278","280049","11","25174","2583","9","401","190755","318082","0","303253","126947","317996","191049","0","0","22076","327230","119","11703","53058","319322","4504","","58","74084","16218","323013.0","92.37%","30.74%","24.76%","61.63%","67.61%","0.0%","6.08%","0.62%","0.0%","0.1%","46.06%","76.8%","0.0%","14.39%","84.43%","77.99%","76.17%","82.46%","84.43%","73.22%","30.65%","76.78%","46.13%","0.0%","10.108.200.141/180518/16/2018051816.1526632693.csv","2018-05-18 16:38:13","2018-05-18 16:41:42"
"132674","165359","475026","107819","538464","538464","538464","538464","500018","501902","494753","492694","538464","8541","42399","373105","380280","107260","330722","363405","16","33218","7059","14","533","221980","387339","0","350993","164885","387119","222234","0","0","29771","426230","147","15017","67299","415661","6222","","68","95469","21044","388805.0","92.13%","30.71%","24.64%","61.42%","67.49%","0.0%","6.17%","1.31%","0.0%","0.1%","41.22%","71.93%","0.0%","19.92%","78.38%","72.21%","70.62%","76.66%","78.38%","65.18%","30.62%","71.89%","41.27%","0.0%","10.108.200.141/180518/16/2018051816.1526632393.csv","2018-05-18 16:33:13","2018-05-18 16:37:13"
"124265","154533","439469","97068","497401","497401","497401","497401","461908","463636","457503","455606","497401","5010","38744","342868","266904","186779","304160","334428","36","30715","16154","36","447","128525","283058","0","201489","154112","282567","128455","0","0","27250","395460","130","14481","60080","386193","5290","","55","86197","19666","271878.0","92.21%","31.07%","24.98%","61.15%","67.24%","0.01%","6.18%","3.25%","0.01%","0.09%","25.84%","56.91%","0.0%","37.55%","59.28%","54.66%","53.66%","58.19%","59.28%","40.51%","30.98%","56.81%","25.83%","0.0%","10.108.200.141/180518/16/2018051816.1526632088.csv","2018-05-18 16:28:08","2018-05-18 16:32:08"
"109824","137007","390533","85959","442189","442189","442189","442189","411433","412895","407465","405771","442189","7178","33685","305182","312691","88650","271511","298694","14","27601","5898","14","418","181582","318589","0","288265","136627","318396","181769","0","0","23195","351466","124","13006","54398","343740","4526","","48","76181","17694","319854.0","92.38%","30.98%","24.84%","61.4%","67.55%","0.0%","6.24%","1.33%","0.0%","0.09%","41.06%","72.05%","0.0%","20.05%","78.3%","72.33%","70.71%","76.55%","78.3%","65.19%","30.9%","72.0%","41.11%","0.0%","10.108.200.141/180518/16/2018051816.1526631843.csv","2018-05-18 16:24:03","2018-05-18 16:27:32"
"106079","131939","379002","89015","427921","427921","427921","427921","398782","400316","396340","394593","427921","8021","30559","295982","329030","60336","265448","291305","25","26258","2387","22","398","199478","331417","0","317241","131565","331359","199794","0","0","23395","338295","135","11471","54625","329057","4205","","56","79925","14678","337026.0","92.86%","30.83%","24.79%","62.03%","68.07%","0.01%","6.14%","0.56%","0.01%","0.09%","46.62%","77.45%","0.0%","14.1%","84.82%","78.76%","76.89%","82.8%","84.82%","74.14%","30.75%","77.43%","46.69%","0.0%","10.108.200.141/180518/16/2018051816.1526631598.csv","2018-05-18 16:19:58","2018-05-18 16:23:03"
"1","2","3","0","6484","6484","6484","6484","3826","3826","3","3","6484","0","6481","6482","2","1","1","2","0","1","1","0","0","1","3","0","2","1","2","1","0","0","140","628","","1893","3823","0","625","","0","0","5859","2.0","0.05%","0.03%","0.02%","0.02%","0.03%","0.0%","0.02%","0.02%","0.0%","0.0%","0.02%","0.05%","0.0%","0.02%","66.67%","0.03%","0.03%","66.67%","66.67%","0.03%","0.02%","0.03%","0.02%","0.0%","10.108.200.141/180518/15/2018051815.1526631448.csv","2018-05-18 16:17:28","2018-05-18 16:21:28"
"106641","133000","383198","88820","420233","420233","420233","420233","399115","400634","398803","397227","420233","5393","20427","287233","264779","129644","266816","293175","10","26780","10309","10","421","142088","275088","0","223631","132622","274745","142123","0","0","22714","338541","156","6069","52753","331934","2227","","52","79319","6701","270162.0","95.14%","31.65%","25.38%","63.49%","69.76%","0.0%","6.37%","2.45%","0.0%","0.1%","33.81%","65.46%","0.0%","30.85%","67.57%","64.29%","63.01%","66.23%","67.58%","53.22%","31.56%","65.38%","33.82%","0.0%","10.108.200.141/180518/16/2018051816.1526631353.csv","2018-05-18 16:15:53","2018-05-18 16:18:58"
"0","2","4","0","20729","20729","20729","20729","3418","3418","5","5","20729","0","20724","20727","1","4","3","5","0","2","2","0","0","1","3","0","1","0","1","1","0","0","762","4399","1","12154","3413","0","4395","","0","0","16334","1.0","0.02%","0.01%","0.0%","0.01%","0.02%","0.0%","0.01%","0.01%","0.0%","0.0%","0.0%","0.01%","0.0%","0.02%","20.0%","0.0%","0.0%","20.0%","20.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180518/15/2018051815.1526631198.csv","2018-05-18 16:13:18","2018-05-18 16:16:23"
"102706","127970","362743","77393","390692","390692","390692","390692","378028","379485","377834","376420","390692","2950","11904","262722","189752","186100","250832","276094","14","25693","17154","12","429","78936","206906","0","122390","127626","206371","78745","0","0","22125","324270","105","1","44191","322759","2","","51","67815","65","192688.0","96.95%","32.75%","26.29%","64.2%","70.67%","0.0%","6.58%","4.39%","0.0%","0.11%","20.2%","52.96%","0.0%","47.63%","50.87%","49.32%","48.57%","50.09%","50.87%","31.33%","32.67%","52.82%","20.16%","0.0%","10.108.200.141/180518/16/2018051816.1526631108.csv","2018-05-18 16:11:48","2018-05-18 16:14:48"
"4595","5415","49566","47842","70361","70361","70361","70361","47053","47625","43548","41906","70361","207","26591","64946","9884","33685","38361","39181","6","820","652","6","0","5121","10536","0","6395","5411","10534","5123","0","0","8469","23525","20","12005","26342","1","4513","","0","49618","16229","10085.0","62.21%","7.7%","6.53%","54.52%","55.69%","0.01%","1.17%","0.93%","0.01%","0.0%","7.28%","14.97%","0.0%","47.87%","23.04%","14.33%","14.05%","22.58%","23.05%","9.09%","7.69%","14.97%","7.28%","0.0%","10.108.200.141/180518/15/2018051815.1526630938.csv","2018-05-18 16:08:58","2018-05-18 16:12:48"
"123540","154753","387323","26901","423044","423044","423044","423044","415862","416700","415831","416732","423044","355","6385","268291","137470","278842","261914","293126","8","31726","30489","7","513","13206","167959","0","19276","154303","167018","12715","0","0","16693","382569","99","1","23682","410580","5","","56","12300","103","137817.0","98.49%","36.58%","29.2%","61.91%","69.29%","0.0%","7.5%","7.21%","0.0%","0.12%","3.12%","39.7%","0.0%","65.91%","33.08%","32.58%","32.5%","32.99%","33.08%","4.56%","36.47%","39.48%","3.01%","0.0%","10.108.200.141/180518/16/2018051816.1526630808.csv","2018-05-18 16:06:48","2018-05-18 16:10:48"
"7526","8819","75179","72285","97937","97937","97937","97937","68786","69762","64829","62205","97937","243","32705","89118","15604","49392","56420","57713","7","1293","1036","7","0","7821","16640","0","9919","8817","16638","7821","0","0","14026","34918","45","13031","35917","0","4994","","0","75270","17673","15840.0","66.61%","9.0%","7.68%","57.61%","58.93%","0.01%","1.32%","1.06%","0.01%","0.0%","7.99%","16.99%","0.0%","50.43%","24.28%","16.17%","15.93%","23.92%","24.29%","10.13%","9.0%","16.99%","7.99%","0.0%","10.108.200.141/180518/15/2018051815.1526630683.csv","2018-05-18 16:04:43","2018-05-18 16:08:12"
"112862","141349","354801","25036","385851","385851","385851","385851","379314","380098","379293","380125","385851","1243","5794","244502","155147","223675","238713","267202","5","28947","24815","7","460","38613","179962","0","59669","140942","179208","38266","0","0","15415","350373","109","0","19954","374372","2","","54","11327","96","156382.0","98.5%","36.63%","29.25%","61.87%","69.25%","0.0%","7.5%","6.43%","0.0%","0.12%","10.01%","46.64%","0.0%","57.97%","41.15%","40.53%","40.21%","40.82%","41.15%","15.46%","36.53%","46.44%","9.92%","0.0%","10.108.200.141/180518/16/2018051816.1526630503.csv","2018-05-18 16:01:43","2018-05-18 16:05:43"
"66903","83052","267704","93260","313070","313070","313070","313070","275037","276456","270583","268284","313070","3880","41668","230018","181934","85602","188364","204511","14","16433","4961","12","284","103843","186895","0","161347","82861","186748","103887","0","0","24437","220708","117","16110","51698","198135","5232","","41","88221","21441","185800.0","86.69%","26.53%","21.37%","60.17%","65.32%","0.0%","5.25%","1.58%","0.0%","0.09%","33.17%","59.7%","0.0%","27.34%","68.46%","59.35%","58.11%","67.03%","68.46%","51.54%","26.47%","59.65%","33.18%","0.0%","10.108.200.141/180518/15/2018051815.1526630383.csv","2018-05-18 15:59:43","2018-05-18 16:03:43"
"130160","162306","466073","106569","524856","524856","524856","524856","485295","487139","481075","479208","524856","8623","42554","362550","372337","101364","320018","352159","22","32675","6789","17","529","216820","379126","0","343672","161886","378919","217033","0","0","33188","417209","127","14189","60143","408244","5053","","44","92456","19059","380938.0","91.89%","30.92%","24.8%","60.97%","67.1%","0.0%","6.23%","1.29%","0.0%","0.1%","41.31%","72.23%","0.0%","19.31%","78.98%","72.58%","70.94%","77.2%","78.99%","65.48%","30.84%","72.19%","41.35%","0.0%","10.108.200.141/180518/15/2018051815.1526630078.csv","2018-05-18 15:54:38","2018-05-18 15:58:38"
"130289","162023","463341","108159","521936","521936","521936","521936","483656","485517","479214","477263","521936","9890","41467","359913","401233","69368","318467","350201","21","32224","2850","21","490","242060","404083","0","387397","161580","404011","242431","0","0","32289","413447","148","13896","62156","403127","4957","","71","94818","18963","411101.0","92.06%","31.04%","24.96%","61.02%","67.1%","0.0%","6.17%","0.55%","0.0%","0.09%","46.38%","77.42%","0.0%","13.29%","85.56%","78.76%","76.87%","83.51%","85.57%","74.22%","30.96%","77.41%","46.45%","0.0%","10.108.200.141/180518/15/2018051815.1526629773.csv","2018-05-18 15:49:33","2018-05-18 15:53:33"
"100951","125703","355651","75016","399104","399104","399104","399104","371731","373090","368563","367393","399104","7870","29626","273401","313263","48361","243791","268539","16","25154","2039","12","402","189599","315302","0","303485","125359","315252","189893","0","0","22619","322925","92","10561","42907","316654","3839","2","43","64113","14453","321117.0","92.58%","31.5%","25.29%","61.08%","67.29%","0.0%","6.3%","0.51%","0.0%","0.1%","47.51%","79.0%","0.0%","12.12%","86.91%","80.46%","78.49%","84.79%","86.92%","76.04%","31.41%","78.99%","47.58%","0.0%","10.108.200.141/180518/15/2018051815.1526629528.csv","2018-05-18 15:45:28","2018-05-18 15:48:42"
