"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"116344","147375","407480","78877","459403","459403","459403","459403","434108","435161","430871","429054","459403","4935","27792","312028","310814","115898","284272","315299","36","31522","9838","32","491","173277","320652","0","275348","146927","320359","173432","0","0","17748","372501","72","11365","57717","365374","4716","4","49","73868","15392","315713.0","93.95%","32.08%","25.33%","61.88%","68.63%","0.01%","6.86%","2.14%","0.01%","0.11%","37.72%","69.8%","0.0%","25.23%","73.15%","68.72%","67.66%","72.01%","73.16%","59.94%","31.98%","69.73%","37.75%","0.0%","10.108.200.141/180515/12/2018051512.1526360098.csv","2018-05-15 12:54:58","1970-01-01 08:00:00"
"103331","131215","364423","71413","411071","411071","411071","411071","387369","388314","383937","382383","411071","4143","26426","279856","267892","112628","253448","281331","18","28331","9500","17","447","146177","277392","0","233190","130800","277092","146292","0","0","15489","331864","77","11198","52443","324091","4832","1","35","66686","15426","272017.0","93.57%","31.92%","25.14%","61.66%","68.44%","0.0%","6.89%","2.31%","0.0%","0.11%","35.56%","67.48%","0.0%","27.4%","70.72%","66.17%","65.17%","69.65%","70.72%","56.73%","31.82%","67.41%","35.59%","0.0%","10.108.200.141/180515/12/2018051512.1526359853.csv","2018-05-15 12:50:53","1970-01-01 08:00:00"
"124944","158398","440725","87388","497945","497945","497945","497945","469471","470574","465554","463349","497945","6810","31583","339547","384896","74668","307976","341430","12","33983","3733","12","529","230231","388629","0","369320","157903","388504","230601","0","0","18688","401324","83","13609","64241","391991","5661","3","50","81656","18584","391694.0","93.66%","31.81%","25.09%","61.85%","68.57%","0.0%","6.82%","0.75%","0.0%","0.11%","46.24%","78.05%","0.0%","15.0%","83.99%","78.66%","77.3%","82.53%","83.99%","74.17%","31.71%","78.02%","46.31%","0.0%","10.108.200.141/180515/12/2018051512.1526359553.csv","2018-05-15 12:45:53","1970-01-01 08:00:00"
"122366","154779","427338","80467","481406","481406","481406","481406","453966","455202","450626","448768","481406","5499","29933","326627","338657","107345","296722","329134","28","32917","8477","27","504","192355","347134","0","306799","154364","346898","192534","0","0","18183","391823","98","13217","58085","383149","5128","","58","75513","17558","344128.0","93.78%","32.15%","25.42%","61.64%","68.37%","0.01%","6.84%","1.76%","0.01%","0.1%","39.96%","72.11%","0.0%","22.3%","76.22%","71.48%","70.35%","75.01%","76.23%","63.73%","32.07%","72.06%","39.99%","0.0%","10.108.200.141/180515/12/2018051512.1526359248.csv","2018-05-15 12:40:48","1970-01-01 08:00:00"
"120164","152025","427629","86969","486158","486158","486158","486158","458394","459685","454411","452468","486158","5075","30841","334133","311359","138904","303312","335172","20","32375","11123","19","514","170457","322482","0","269168","151631","322172","170541","0","0","19114","388514","90","12499","65941","380819","5666","1","48","82283","17341","316413.0","93.66%","31.27%","24.72%","62.39%","68.94%","0.0%","6.66%","2.29%","0.0%","0.11%","35.06%","66.33%","0.0%","28.57%","69.49%","65.08%","64.04%","68.38%","69.5%","55.37%","31.19%","66.27%","35.08%","0.0%","10.108.200.141/180515/12/2018051512.1526358948.csv","2018-05-15 12:35:48","1970-01-01 08:00:00"
"0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","","0","0","0","0","","0","0","1","1.0","100.0%","100.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180515/11/2018051511.1526358708.csv","2018-05-15 12:31:48","1970-01-01 08:00:00"
"110722","140753","393130","78005","447349","447349","447349","447349","422187","423173","419050","417047","447349","5566","27541","306596","320009","94250","279072","309102","17","30472","6940","16","441","186196","326949","0","294095","140398","326762","186364","0","0","18383","358709","93","11766","58398","353250","4255","","43","74090","15711","325558.0","93.84%","31.46%","24.75%","62.38%","69.1%","0.0%","6.81%","1.55%","0.0%","0.1%","41.62%","73.09%","0.0%","21.07%","77.55%","72.77%","71.53%","76.23%","77.55%","65.74%","31.38%","73.04%","41.66%","0.0%","10.108.200.141/180515/12/2018051512.1526358698.csv","2018-05-15 12:31:38","1970-01-01 08:00:00"
"99877","126959","357822","76692","407140","407140","407140","407140","383343","384373","379702","377926","407140","5490","26742","280181","308714","66210","253454","280536","15","27527","3487","15","445","185242","312201","0","295060","126642","312135","185493","0","0","16603","322381","81","11357","56718","314817","4235","","38","72209","15841","314188.0","93.43%","31.18%","24.53%","62.25%","68.9%","0.0%","6.76%","0.86%","0.0%","0.11%","45.5%","76.68%","0.0%","16.26%","82.59%","77.17%","75.83%","81.16%","82.6%","72.47%","31.11%","76.67%","45.56%","0.0%","10.108.200.141/180515/12/2018051512.1526358453.csv","2018-05-15 12:27:33","1970-01-01 08:00:00"
"1","1","4","1","18","18","18","18","3","3","6","6","18","0","15","17","3","1","3","3","1","0","0","1","0","2","3","0","2","1","3","2","0","0","0","14","","2","2","0","0","1","0","0","17","2.0","16.67%","5.56%","5.56%","16.67%","16.67%","5.56%","0.0%","0.0%","5.56%","0.0%","11.11%","16.67%","0.0%","5.56%","66.67%","11.11%","16.67%","100.0%","100.0%","11.11%","5.56%","16.67%","11.11%","0.0%","10.108.200.141/180515/11/2018051511.1526358183.csv","2018-05-15 12:23:03","1970-01-01 08:00:00"
"125145","159343","447433","93141","508589","508589","508589","508589","480569","481767","476197","473991","508589","6977","31575","349246","384633","85430","317697","351893","26","34749","4786","24","551","230076","389419","0","366103","158930","389290","230360","0","0","20326","405386","124","12997","69756","397551","5279","","46","87363","18350","391584.0","93.79%","31.33%","24.61%","62.47%","69.19%","0.01%","6.83%","0.94%","0.0%","0.11%","45.24%","76.57%","0.0%","16.8%","82.09%","76.99%","75.63%","80.63%","82.1%","71.98%","31.25%","76.54%","45.29%","0.0%","10.108.200.141/180515/12/2018051512.1526358153.csv","2018-05-15 12:22:33","1970-01-01 08:00:00"
"17","19","40","2","2582","2582","2582","2582","2490","2490","45","45","2582","1","2540","2563","41","0","23","25","0","3","0","0","1","22","41","0","41","19","41","22","0","0","5","106","","19","2452","0","65","","0","0","2517","42.0","1.63%","0.74%","0.66%","0.89%","0.97%","0.0%","0.12%","0.0%","0.0%","0.04%","0.85%","1.59%","0.0%","0.0%","100.0%","1.63%","1.59%","97.62%","100.0%","1.59%","0.74%","1.59%","0.85%","0.0%","10.108.200.141/180515/11/2018051511.1526357918.csv","2018-05-15 12:18:38","1970-01-01 08:00:00"
"99265","126842","352608","70176","395293","395293","395293","395293","374447","375382","373863","372374","395293","5269","20728","268451","294882","74435","247742","275320","19","27999","5137","20","422","173177","300019","0","276211","126498","299879","173381","0","0","15461","321752","83","9717","48280","316060","3809","","37","64393","10994","300130.0","94.76%","32.09%","25.11%","62.67%","69.65%","0.0%","7.08%","1.3%","0.01%","0.11%","43.81%","75.9%","0.0%","18.83%","80.13%","75.93%","74.6%","78.73%","80.13%","69.88%","32.0%","75.86%","43.86%","0.0%","10.108.200.141/180515/12/2018051512.1526357908.csv","2018-05-15 12:18:28","1970-01-01 08:00:00"
"105270","134222","381265","87179","414723","414723","414723","414723","405344","406436","405297","403049","414723","3358","8755","280501","236084","166554","271774","300720","28","29407","15184","22","455","117046","251268","0","182539","133885","250837","116952","0","0","16140","337443","98","1243","59799","331109","500","","40","81553","1521","239414.0","97.89%","32.36%","25.38%","65.53%","72.51%","0.01%","7.09%","3.66%","0.01%","0.11%","28.22%","60.59%","0.0%","40.16%","58.97%","57.73%","56.93%","58.15%","58.98%","44.01%","32.28%","60.48%","28.2%","0.0%","10.108.200.141/180515/12/2018051512.1526357653.csv","2018-05-15 12:14:13","1970-01-01 08:00:00"
"33","30","44","8","16465","16465","16465","16465","3102","3102","58","58","16465","1","16421","16435","51","2","21","21","7","0","0","10","3","21","51","0","41","30","48","18","0","0","674","3851","","8880","3060","0","3797","1","0","0","12667","42.0","0.27%","0.18%","0.2%","0.13%","0.13%","0.04%","0.0%","0.0%","0.06%","0.02%","0.13%","0.31%","0.0%","0.01%","95.45%","0.26%","0.31%","115.91%","118.18%","0.25%","0.18%","0.29%","0.11%","0.0%","10.108.200.141/180515/11/2018051511.1526357648.csv","2018-05-15 12:14:08","1970-01-01 08:00:00"
"103648","132487","347172","46981","377052","377052","377052","377052","371059","371819","370995","370409","377052","499","5477","244565","127075","244011","239098","267934","10","29295","27113","7","456","21701","154188","0","31751","132116","153402","21286","0","0","13607","327705","72","32","35636","337676","1","","46","39208","121","127564.0","98.55%","35.14%","27.49%","63.41%","71.06%","0.0%","7.77%","7.19%","0.0%","0.12%","5.76%","40.89%","0.0%","64.72%","34.33%","33.83%","33.7%","34.2%","34.33%","8.42%","35.04%","40.68%","5.65%","0.0%","10.108.200.141/180515/12/2018051512.1526357403.csv","2018-05-15 12:10:03","1970-01-01 08:00:00"
"3873","4626","38605","37372","56045","56045","56045","56045","40734","41054","37519","36049","56045","88","18332","51419","7919","29709","33090","33843","3","753","608","3","0","3901","8527","0","4877","4626","8527","3901","0","0","2723","19185","7","9741","24389","1","3812","1","0","38625","13606","8004.0","67.29%","8.25%","6.91%","59.04%","60.39%","0.01%","1.34%","1.08%","0.01%","0.0%","6.96%","15.21%","0.0%","53.01%","21.22%","14.28%","14.13%","21.0%","21.23%","8.7%","8.25%","15.21%","6.96%","0.0%","10.108.200.141/180515/11/2018051511.1526357388.csv","2018-05-15 12:09:48","1970-01-01 08:00:00"
"101287","129990","322633","19029","355123","355123","355123","355123","349893","350370","349865","350379","355123","2480","4773","225133","198935","148944","220368","249071","8","29163","18118","8","460","87063","217053","0","137423","129659","216517","86858","0","0","11963","318419","69","39","24633","345279","1","","49","9742","52","201406.0","98.66%","36.6%","28.52%","62.05%","70.14%","0.0%","8.21%","5.1%","0.0%","0.13%","24.52%","61.12%","0.0%","41.94%","57.49%","56.71%","56.02%","56.78%","57.49%","38.7%","36.51%","60.97%","24.46%","0.0%","10.108.200.141/180515/12/2018051512.1526357148.csv","2018-05-15 12:05:48","1970-01-01 08:00:00"
"6611","7850","60927","58741","79513","79513","79513","79513","62482","62985","59148","56861","79513","194","20105","71663","14053","45176","51573","52809","15","1239","981","12","0","7184","15034","0","8896","7847","15032","7185","0","0","4115","30896","33","10324","34145","7","4179","2","0","60982","14343","14232.0","74.71%","9.87%","8.31%","64.86%","66.42%","0.02%","1.56%","1.23%","0.02%","0.0%","9.04%","18.91%","0.0%","56.82%","23.96%","17.9%","17.67%","23.66%","23.98%","11.19%","9.87%","18.91%","9.04%","0.0%","10.108.200.141/180515/11/2018051511.1526357113.csv","2018-05-15 12:05:13","1970-01-01 08:00:00"
"89609","114800","284374","16140","308556","308556","308556","308556","304055","304481","304044","304512","308556","795","4093","193756","126506","177168","189669","214860","6","25579","21729","6","388","33435","148235","0","52012","114501","147630","33129","0","0","10707","281220","47","37","16545","300084","5","","31","8370","66","127295.0","98.67%","37.21%","29.04%","61.47%","69.63%","0.0%","8.29%","7.04%","0.0%","0.13%","10.84%","48.04%","0.0%","57.42%","41.81%","41.26%","41.0%","41.55%","41.81%","16.86%","37.11%","47.85%","10.74%","0.0%","10.108.200.141/180515/12/2018051512.1526356903.csv","2018-05-15 12:01:43","1970-01-01 08:00:00"
"51728","64927","207933","74582","242463","242463","242463","242463","221977","222737","218159","215756","242463","2698","23804","177536","152131","63844","153746","166945","14","13416","2530","14","217","89734","154661","0","141328","64775","154608","89833","0","0","9424","171450","66","11284","50239","149144","4527","","30","73059","15703","154815.0","90.18%","26.78%","21.33%","63.41%","68.85%","0.01%","5.53%","1.04%","0.01%","0.09%","37.01%","63.79%","0.0%","26.33%","70.8%","63.85%","62.74%","69.57%","70.81%","58.29%","26.72%","63.77%","37.05%","0.0%","10.108.200.141/180515/11/2018051511.1526356813.csv","2018-05-15 12:00:13","1970-01-01 08:00:00"
"107016","136021","373711","68336","418071","418071","418071","418071","396646","397562","393312","391798","418071","4806","24176","282050","289151","99974","257909","286909","35","29484","8389","30","479","161519","297540","0","258013","135705","297312","161607","0","0","14746","344862","93","10365","48005","339073","3924","","75","60537","14462","293921.0","94.22%","32.54%","25.6%","61.69%","68.63%","0.01%","7.05%","2.01%","0.01%","0.11%","38.63%","71.17%","0.0%","23.91%","74.62%","70.3%","69.16%","73.41%","74.63%","61.72%","32.46%","71.12%","38.66%","0.0%","10.108.200.141/180515/11/2018051511.1526356558.csv","2018-05-15 11:55:58","1970-01-01 08:00:00"
"98103","124239","342597","65672","382164","382164","382164","382164","364686","365532","361557","360104","382164","5683","19990","257925","308137","48386","237966","264096","31","26548","1796","25","412","185694","309933","0","299531","123991","309903","185912","0","0","13139","313700","80","7905","47340","308418","3378","","41","58655","11672","313788.0","94.77%","32.51%","25.67%","62.27%","69.11%","0.01%","6.95%","0.47%","0.01%","0.11%","48.59%","81.1%","0.0%","12.66%","86.64%","82.11%","80.63%","85.08%","86.65%","78.38%","32.44%","81.09%","48.65%","0.0%","10.108.200.141/180515/11/2018051511.1526356313.csv","2018-05-15 11:51:53","1970-01-01 08:00:00"
"107955","137271","379030","73614","423563","423563","423563","423563","402474","403345","398991","397254","423563","3756","23906","286292","255170","140747","262400","291717","14","29754","12996","15","438","130895","268166","0","208036","136955","267827","130872","0","0","15592","347297","91","10078","50505","339577","3561","","52","66189","14184","258910.0","94.36%","32.41%","25.49%","61.95%","68.87%","0.0%","7.02%","3.07%","0.0%","0.1%","30.9%","63.31%","0.0%","33.23%","64.78%","61.13%","60.24%","63.85%","64.79%","49.12%","32.33%","63.23%","30.9%","0.0%","10.108.200.141/180515/11/2018051511.1526356053.csv","2018-05-15 11:47:33","1970-01-01 08:00:00"
"116563","148641","407102","76379","452826","452826","452826","452826","430683","431617","427385","425827","452826","6769","24741","304185","365647","55678","279453","311531","9","32546","2179","9","468","219185","367826","0","355309","148321","367792","219471","0","0","15964","374817","107","10759","51179","366764","3867","","44","67397","14754","372407.0","94.54%","32.83%","25.74%","61.71%","68.8%","0.0%","7.19%","0.48%","0.0%","0.1%","48.4%","81.23%","0.0%","12.3%","86.99%","82.24%","80.75%","85.41%","87.0%","78.46%","32.75%","81.22%","48.47%","0.0%","10.108.200.141/180515/11/2018051511.1526355748.csv","2018-05-15 11:42:28","1970-01-01 08:00:00"
"103424","131915","364912","68956","406997","406997","406997","406997","387075","387972","383980","382443","406997","5880","22366","275082","324011","54770","252741","281236","25","28961","2566","29","470","194662","326577","0","312843","131624","326525","194901","0","0","14427","335257","97","9076","48140","328804","3703","","51","61634","12805","329861.0","94.5%","32.41%","25.41%","62.1%","69.1%","0.01%","7.12%","0.63%","0.01%","0.12%","47.83%","80.24%","0.0%","13.46%","85.76%","81.05%","79.61%","84.24%","85.77%","76.87%","32.34%","80.23%","47.89%","0.0%","10.108.200.141/180515/11/2018051511.1526355503.csv","2018-05-15 11:38:23","1970-01-01 08:00:00"
"98178","125357","348387","71064","389068","389068","389068","389068","370106","371036","366776","365064","389068","5687","21666","263711","307345","54392","242066","269246","21","27563","2415","22","384","184403","309760","0","296680","125032","309706","184674","0","0","13576","317850","73","8931","48638","308833","3573","","45","63634","12983","313010.0","94.43%","32.22%","25.23%","62.22%","69.2%","0.01%","7.08%","0.62%","0.01%","0.1%","47.4%","79.62%","0.0%","13.98%","85.2%","80.45%","79.0%","83.65%","85.2%","76.25%","32.14%","79.6%","47.47%","0.0%","10.108.200.141/180515/11/2018051511.1526355258.csv","2018-05-15 11:34:18","1970-01-01 08:00:00"
"123911","158176","435537","82835","485800","485800","485800","485800","462010","463106","457969","456130","485800","5666","27029","327624","339333","113788","300610","334874","15","34798","9525","14","533","190682","348858","0","304837","157763","348597","190834","0","0","16691","400784","90","11311","56924","392192","4410","","55","72930","16213","344983.0","94.44%","32.56%","25.51%","61.88%","68.93%","0.0%","7.16%","1.96%","0.0%","0.11%","39.25%","71.81%","0.0%","23.42%","75.2%","71.01%","69.85%","73.97%","75.2%","62.75%","32.47%","71.76%","39.28%","0.0%","10.108.200.141/180515/11/2018051511.1526354958.csv","2018-05-15 11:29:18","1970-01-01 08:00:00"
"101541","129653","357270","67446","397836","397836","397836","397836","378248","379187","375206","373739","397836","5645","21961","268183","310233","60013","246232","274347","10","28552","3465","13","440","184045","313698","0","296281","129323","313604","184281","0","0","13844","328969","69","9294","45660","321273","3753","","31","59759","13020","315862.0","94.48%","32.59%","25.52%","61.89%","68.96%","0.0%","7.18%","0.87%","0.0%","0.11%","46.26%","78.85%","0.0%","15.08%","84.03%","79.4%","77.98%","82.54%","84.04%","74.47%","32.51%","78.83%","46.32%","0.0%","10.108.200.141/180515/11/2018051511.1526354708.csv","2018-05-15 11:25:08","1970-01-01 08:00:00"
"117445","149738","415042","80498","462683","462683","462683","462683","439530","440676","437099","435335","462683","7056","24733","312945","371678","59223","288219","320510","7","32803","2483","5","510","224423","374161","0","360318","149403","374105","224702","0","0","16480","381840","92","10591","53680","372416","4592","","50","71811","13814","378727.0","94.65%","32.36%","25.38%","62.29%","69.27%","0.0%","7.09%","0.54%","0.0%","0.11%","48.5%","80.87%","0.0%","12.8%","86.48%","81.85%","80.33%","84.87%","86.48%","77.88%","32.29%","80.86%","48.57%","0.0%","10.108.200.141/180515/11/2018051511.1526354408.csv","2018-05-15 11:20:08","1970-01-01 08:00:00"
